ss_presented,inhibited,ssd,rt,value
0,-999,-999,242,1
0,-999,-999,209,1
0,-999,-999,229,0
0,-999,-999,380,0
0,-999,-999,193,1
1,1,133,-999,0
0,-999,-999,325,0
0,-999,-999,244,0
1,0,267,323,0
0,-999,-999,333,0
0,-999,-999,488,0
0,-999,-999,319,0
0,-999,-999,311,0
0,-999,-999,212,1
0,-999,-999,218,1
0,-999,-999,215,1
1,1,200,-999,0
1,0,333,233,1
0,-999,-999,225,1
0,-999,-999,207,1
1,1,133,-999,0
0,-999,-999,268,0
1,0,267,208,1
0,-999,-999,200,1
0,-999,-999,280,1
0,-999,-999,229,1
0,-999,-999,335,0
0,-999,-999,196,1
1,1,200,-999,0
0,-999,-999,209,1
0,-999,-999,286,0
0,-999,-999,222,1
0,-999,-999,260,1
0,-999,-999,217,1
0,-999,-999,330,0
0,-999,-999,251,0
1,0,333,335,0
0,-999,-999,230,1
0,-999,-999,210,1
1,1,133,-999,0
0,-999,-999,325,0
1,0,200,216,1
0,-999,-999,286,0
0,-999,-999,208,1
0,-999,-999,240,1
0,-999,-999,278,0
1,0,133,206,1
1,1,50,-999,1
0,-999,-999,200,1
1,0,267,216,1
0,-999,-999,213,1
1,1,50,-999,0
0,-999,-999,382,0
1,1,200,-999,0
1,0,417,219,1
0,-999,-999,371,0
0,-999,-999,332,0
0,-999,-999,239,1
0,-999,-999,229,0
0,-999,-999,357,0
1,0,500,428,0
0,-999,-999,202,1
0,-999,-999,252,1
0,-999,-999,373,0
0,-999,-999,421,0
0,-999,-999,261,1
0,-999,-999,250,1
1,1,200,-999,0
0,-999,-999,244,1
0,-999,-999,256,1
0,-999,-999,421,0
0,-999,-999,335,0
0,-999,-999,225,1
0,-999,-999,418,0
1,0,333,248,1
0,-999,-999,465,0
0,-999,-999,338,0
0,-999,-999,357,0
0,-999,-999,375,0
0,-999,-999,280,1
0,-999,-999,336,0
0,-999,-999,250,1
1,1,200,-999,0
0,-999,-999,334,0
0,-999,-999,430,0
1,0,417,321,0
1,0,333,311,0
0,-999,-999,215,1
1,1,133,-999,1
0,-999,-999,245,1
0,-999,-999,399,0
0,-999,-999,272,1
1,0,200,213,1
0,-999,-999,215,1
0,-999,-999,405,0
0,-999,-999,348,0
0,-999,-999,200,1
0,-999,-999,230,1
1,1,133,-999,0
1,0,267,309,0
1,1,50,-999,0
0,-999,-999,230,1
0,-999,-999,245,1
0,-999,-999,309,0
1,1,200,-999,0
0,-999,-999,534,0
1,0,417,358,0
0,-999,-999,407,0
0,-999,-999,235,1
1,0,267,236,1
0,-999,-999,305,0
0,-999,-999,362,0
0,-999,-999,300,0
0,-999,-999,227,1
0,-999,-999,221,1
0,-999,-999,280,0
0,-999,-999,665,0
0,-999,-999,194,1
0,-999,-999,311,0
0,-999,-999,296,0
0,-999,-999,348,0
0,-999,-999,302,0
0,-999,-999,322,1
0,-999,-999,365,0
1,1,200,-999,0
1,0,333,289,1
1,1,133,-999,0
0,-999,-999,309,0
1,1,333,-999,0
1,0,500,247,1
0,-999,-999,660,0
0,-999,-999,369,0
0,-999,-999,242,1
1,1,267,-999,0
0,-999,-999,229,1
0,-999,-999,286,0
0,-999,-999,323,0
1,0,333,228,1
0,-999,-999,334,0
0,-999,-999,237,1
0,-999,-999,279,0
0,-999,-999,281,1
0,-999,-999,321,0
1,1,200,-999,0
0,-999,-999,294,1
0,-999,-999,307,0
0,-999,-999,495,0
0,-999,-999,298,0
0,-999,-999,202,1
1,0,267,224,1
0,-999,-999,392,0
0,-999,-999,431,0
0,-999,-999,226,1
0,-999,-999,212,1
0,-999,-999,302,0
1,0,200,208,1
1,1,50,-999,0
0,-999,-999,341,0
0,-999,-999,235,1
0,-999,-999,226,1
0,-999,-999,211,1
0,-999,-999,299,0
0,-999,-999,301,0
1,0,200,263,1
1,1,50,-999,1
0,-999,-999,401,0
0,-999,-999,326,0
0,-999,-999,206,1
1,1,133,-999,0
0,-999,-999,255,1
0,-999,-999,312,0
0,-999,-999,211,1
1,0,200,225,1
0,-999,-999,333,0
0,-999,-999,382,0
0,-999,-999,334,0
0,-999,-999,333,1
0,-999,-999,250,1
1,1,50,-999,1
0,-999,-999,269,1
1,1,200,-999,0
1,0,267,223,1
1,1,50,-999,1
0,-999,-999,261,1
0,-999,-999,324,1
1,0,267,287,0
0,-999,-999,279,1
0,-999,-999,258,0
0,-999,-999,287,0
1,0,133,356,0
1,1,133,-999,1
0,-999,-999,370,0
1,0,333,373,0
0,-999,-999,265,1
0,-999,-999,319,0
1,1,133,-999,1
0,-999,-999,222,1
0,-999,-999,309,0
0,-999,-999,359,0
0,-999,-999,326,0
0,-999,-999,221,1
0,-999,-999,221,1
0,-999,-999,319,0
1,0,267,223,1
0,-999,-999,286,0
1,1,133,-999,0
0,-999,-999,225,1
1,0,333,395,0
0,-999,-999,257,0
0,-999,-999,203,1
0,-999,-999,364,0
0,-999,-999,317,0
0,-999,-999,250,1
0,-999,-999,324,0
0,-999,-999,235,1
0,-999,-999,255,0
1,0,200,217,1
0,-999,-999,323,0
1,1,50,-999,1
0,-999,-999,321,0
1,1,133,-999,1
0,-999,-999,266,1
0,-999,-999,392,0
0,-999,-999,330,0
1,0,267,256,1
0,-999,-999,441,0
0,-999,-999,250,1
0,-999,-999,322,0
1,1,200,-999,0
0,-999,-999,384,0
0,-999,-999,427,0
0,-999,-999,239,0
0,-999,-999,266,0
0,-999,-999,316,0
1,0,333,224,1
1,1,133,-999,1
0,-999,-999,175,1
1,0,200,242,1
1,1,50,-999,0
1,1,200,-999,0
0,-999,-999,287,0
1,0,267,228,1
0,-999,-999,276,0
0,-999,-999,352,0
0,-999,-999,374,0
0,-999,-999,211,1
1,1,133,-999,0
0,-999,-999,233,0
1,0,200,220,1
0,-999,-999,207,1
0,-999,-999,313,1
0,-999,-999,273,0
0,-999,-999,260,0
0,-999,-999,369,0
1,1,133,-999,0
1,0,267,235,0
1,0,200,236,1
1,1,50,-999,0
0,-999,-999,315,0
0,-999,-999,293,0
0,-999,-999,359,0
0,-999,-999,225,0
0,-999,-999,243,1
0,-999,-999,357,0
1,1,133,-999,0
0,-999,-999,692,0
0,-999,-999,424,0
0,-999,-999,229,1
0,-999,-999,368,0
0,-999,-999,408,0
0,-999,-999,330,0
1,1,50,-999,1
0,-999,-999,453,0
0,-999,-999,271,1
1,0,333,236,1
1,1,133,-999,1
1,1,200,-999,0
