ss_presented,inhibited,ssd,rt,value
0,-999,-999,364,0
0,-999,-999,534,0
0,-999,-999,314,0
0,-999,-999,222,1
1,0,300,337,0
0,-999,-999,416,0
0,-999,-999,161,1
1,0,400,168,1
0,-999,-999,145,1
1,0,350,207,1
1,0,200,280,1
0,-999,-999,337,0
0,-999,-999,323,0
1,1,100,-999,0
1,1,250,-999,0
0,-999,-999,517,0
0,-999,-999,452,0
1,0,300,422,0
0,-999,-999,383,0
1,0,150,216,1
0,-999,-999,402,0
1,1,100,-999,0
1,1,150,-999,1
0,-999,-999,232,1
0,-999,-999,213,1
0,-999,-999,198,1
1,1,300,-999,0
0,-999,-999,451,0
0,-999,-999,239,1
0,-999,-999,346,0
0,-999,-999,590,0
0,-999,-999,353,0
0,-999,-999,251,0
1,0,350,433,0
1,0,300,233,1
1,1,200,-999,0
0,-999,-999,265,1
0,-999,-999,202,1
0,-999,-999,658,0
0,-999,-999,431,0
0,-999,-999,300,1
0,-999,-999,235,1
0,-999,-999,380,0
0,-999,-999,267,0
0,-999,-999,254,1
0,-999,-999,553,0
0,-999,-999,417,0
1,0,350,206,1
0,-999,-999,253,1
1,1,300,-999,0
0,-999,-999,212,1
0,-999,-999,226,1
0,-999,-999,510,0
0,-999,-999,286,1
0,-999,-999,264,1
1,0,450,243,1
0,-999,-999,288,1
1,1,100,-999,1
0,-999,-999,272,1
1,1,250,-999,0
0,-999,-999,204,0
0,-999,-999,501,0
0,-999,-999,232,1
0,-999,-999,450,0
0,-999,-999,398,0
1,0,300,207,1
1,1,150,-999,0
1,0,200,291,1
0,-999,-999,233,1
1,1,100,-999,0
1,1,200,-999,0
1,1,250,-999,0
0,-999,-999,266,1
1,1,400,-999,0
0,-999,-999,268,0
0,-999,-999,320,0
0,-999,-999,484,0
0,-999,-999,253,1
0,-999,-999,449,0
1,0,450,208,1
0,-999,-999,245,1
0,-999,-999,405,0
1,0,300,425,0
1,0,200,231,1
1,0,300,303,1
1,0,250,285,1
1,1,150,-999,1
0,-999,-999,366,0
0,-999,-999,387,0
0,-999,-999,600,0
0,-999,-999,360,1
1,0,300,277,1
0,-999,-999,380,0
0,-999,-999,292,1
0,-999,-999,265,1
0,-999,-999,271,1
0,-999,-999,488,0
0,-999,-999,389,0
0,-999,-999,393,0
0,-999,-999,388,0
1,0,350,266,1
1,0,300,377,1
0,-999,-999,363,1
0,-999,-999,355,0
0,-999,-999,264,0
0,-999,-999,509,0
0,-999,-999,594,0
0,-999,-999,243,1
1,1,100,-999,0
0,-999,-999,230,1
1,1,250,-999,0
1,1,300,-999,0
0,-999,-999,327,1
0,-999,-999,239,1
0,-999,-999,242,1
0,-999,-999,447,0
1,0,400,247,1
0,-999,-999,545,0
1,0,250,275,1
0,-999,-999,218,1
1,1,200,-999,0
0,-999,-999,262,1
0,-999,-999,281,1
0,-999,-999,261,1
0,-999,-999,251,1
0,-999,-999,278,1
1,0,300,245,1
0,-999,-999,233,1
0,-999,-999,313,0
0,-999,-999,507,0
1,0,250,273,1
0,-999,-999,258,1
0,-999,-999,258,1
1,1,150,-999,1
1,0,300,407,0
1,1,250,-999,0
1,0,400,365,0
0,-999,-999,270,0
0,-999,-999,359,0
1,0,350,283,1
0,-999,-999,304,1
1,1,250,-999,0
0,-999,-999,457,0
1,0,350,450,0
1,1,250,-999,0
1,1,400,-999,0
0,-999,-999,274,1
0,-999,-999,450,0
1,0,450,396,0
0,-999,-999,228,1
0,-999,-999,402,0
0,-999,-999,315,1
0,-999,-999,257,1
1,0,300,294,1
0,-999,-999,412,0
0,-999,-999,488,1
0,-999,-999,291,1
1,0,400,473,0
1,1,250,-999,0
1,0,400,447,0
0,-999,-999,389,1
0,-999,-999,492,0
1,0,300,335,0
0,-999,-999,361,0
0,-999,-999,547,0
1,1,200,-999,1
1,0,300,349,1
0,-999,-999,295,0
0,-999,-999,402,0
0,-999,-999,411,0
1,1,200,-999,1
1,0,350,351,1
0,-999,-999,530,1
0,-999,-999,533,0
0,-999,-999,332,0
0,-999,-999,268,1
0,-999,-999,411,0
0,-999,-999,288,1
1,0,300,268,1
0,-999,-999,553,0
1,1,250,-999,0
1,0,400,436,0
0,-999,-999,607,0
1,1,250,-999,0
0,-999,-999,430,0
0,-999,-999,346,1
0,-999,-999,437,0
0,-999,-999,679,0
0,-999,-999,294,1
0,-999,-999,341,0
1,0,300,371,0
0,-999,-999,443,0
0,-999,-999,328,0
0,-999,-999,370,0
1,0,400,283,1
0,-999,-999,268,1
0,-999,-999,415,0
0,-999,-999,379,0
0,-999,-999,244,1
0,-999,-999,406,0
1,0,350,390,0
0,-999,-999,366,0
0,-999,-999,279,0
0,-999,-999,276,1
1,0,300,224,1
0,-999,-999,472,0
0,-999,-999,422,0
1,1,200,-999,0
0,-999,-999,290,1
1,0,350,252,1
0,-999,-999,338,1
0,-999,-999,341,1
1,1,200,-999,0
0,-999,-999,318,1
0,-999,-999,285,1
0,-999,-999,274,1
0,-999,-999,466,0
0,-999,-999,293,1
0,-999,-999,329,0
1,0,300,282,1
1,0,250,317,0
1,1,150,-999,0
1,0,300,256,1
0,-999,-999,660,0
0,-999,-999,336,1
0,-999,-999,438,0
0,-999,-999,339,0
0,-999,-999,252,1
1,1,150,-999,0
0,-999,-999,390,1
0,-999,-999,328,1
0,-999,-999,263,1
0,-999,-999,336,0
0,-999,-999,414,0
0,-999,-999,234,1
1,0,300,256,1
1,1,150,-999,0
0,-999,-999,553,0
0,-999,-999,263,1
1,1,300,-999,0
0,-999,-999,257,1
1,0,350,254,1
1,0,200,264,1
1,1,100,-999,0
0,-999,-999,253,1
0,-999,-999,215,1
0,-999,-999,223,0
0,-999,-999,354,0
0,-999,-999,600,0
1,1,250,-999,0
0,-999,-999,269,1
0,-999,-999,442,0
0,-999,-999,552,0
