ss_presented,inhibited,ssd,rt,value
0,-999,-999,422,1
1,0,300,229,1
0,-999,-999,426,0
1,1,200,-999,1
1,0,350,357,1
1,0,300,441,0
1,1,150,-999,0
1,1,200,-999,1
1,1,300,-999,1
1,0,500,455,0
1,0,450,380,0
0,-999,-999,356,1
0,-999,-999,335,1
0,-999,-999,478,0
0,-999,-999,491,0
0,-999,-999,196,0
0,-999,-999,289,1
0,-999,-999,290,1
0,-999,-999,534,0
0,-999,-999,313,1
0,-999,-999,510,0
1,0,450,271,0
0,-999,-999,220,1
1,0,350,306,1
0,-999,-999,434,1
1,0,300,344,1
0,-999,-999,430,0
0,-999,-999,562,0
0,-999,-999,508,0
1,0,250,361,1
1,1,150,-999,1
0,-999,-999,409,0
0,-999,-999,297,1
1,0,250,276,1
0,-999,-999,423,0
1,1,150,-999,1
0,-999,-999,644,0
1,0,300,380,1
0,-999,-999,418,0
1,1,200,-999,1
0,-999,-999,397,0
0,-999,-999,398,0
0,-999,-999,376,1
1,1,300,-999,0
1,0,350,306,1
1,1,200,-999,0
0,-999,-999,285,1
1,1,300,-999,0
0,-999,-999,407,1
1,0,450,389,1
0,-999,-999,421,0
0,-999,-999,431,0
0,-999,-999,421,0
0,-999,-999,235,1
1,0,350,244,1
0,-999,-999,351,1
1,1,250,-999,0
0,-999,-999,414,1
0,-999,-999,372,1
1,1,400,-999,1
0,-999,-999,509,1
0,-999,-999,411,1
0,-999,-999,411,0
0,-999,-999,419,0
1,0,500,458,0
0,-999,-999,329,1
1,0,400,433,0
0,-999,-999,291,1
1,1,350,-999,0
0,-999,-999,330,1
0,-999,-999,364,1
0,-999,-999,413,0
1,0,400,230,1
0,-999,-999,403,1
0,-999,-999,314,1
0,-999,-999,242,0
0,-999,-999,421,1
0,-999,-999,409,0
1,0,300,388,1
0,-999,-999,410,0
1,1,250,-999,0
0,-999,-999,277,1
0,-999,-999,293,1
1,0,350,289,1
1,1,250,-999,1
0,-999,-999,428,1
0,-999,-999,532,0
1,1,300,-999,0
1,0,450,257,1
0,-999,-999,386,1
1,0,300,355,1
1,1,150,-999,1
1,0,300,331,1
0,-999,-999,410,1
0,-999,-999,429,0
0,-999,-999,403,1
0,-999,-999,312,1
0,-999,-999,296,1
0,-999,-999,408,1
1,1,150,-999,1
0,-999,-999,447,0
0,-999,-999,525,0
1,0,250,250,1
0,-999,-999,457,1
0,-999,-999,367,1
1,1,100,-999,1
0,-999,-999,229,0
1,1,200,-999,0
0,-999,-999,391,1
0,-999,-999,375,1
1,0,350,276,1
0,-999,-999,429,0
0,-999,-999,278,1
0,-999,-999,374,0
0,-999,-999,430,0
0,-999,-999,246,0
0,-999,-999,483,0
0,-999,-999,425,0
0,-999,-999,244,1
1,1,100,-999,0
0,-999,-999,371,1
1,0,250,232,1
1,1,100,-999,1
1,1,250,-999,1
0,-999,-999,378,1
1,0,400,436,0
1,0,250,428,1
1,1,250,-999,1
0,-999,-999,358,1
0,-999,-999,390,1
0,-999,-999,406,0
0,-999,-999,234,1
0,-999,-999,522,0
0,-999,-999,236,1
1,0,250,292,1
0,-999,-999,367,0
1,1,100,-999,0
1,0,200,282,1
0,-999,-999,281,0
1,1,200,-999,0
0,-999,-999,297,1
1,0,350,410,0
0,-999,-999,336,0
0,-999,-999,612,1
1,0,350,393,0
0,-999,-999,516,0
0,-999,-999,225,1
0,-999,-999,431,0
0,-999,-999,284,1
0,-999,-999,273,1
1,0,350,274,1
0,-999,-999,361,0
1,1,300,-999,0
0,-999,-999,238,1
0,-999,-999,305,1
0,-999,-999,438,0
0,-999,-999,225,1
0,-999,-999,453,0
1,0,300,246,1
1,1,200,-999,1
1,0,300,371,0
0,-999,-999,409,0
0,-999,-999,436,0
1,1,300,-999,0
1,0,300,235,0
1,1,150,-999,1
1,1,200,-999,1
1,1,300,-999,1
0,-999,-999,256,0
0,-999,-999,390,1
1,0,300,345,1
1,1,150,-999,0
0,-999,-999,398,1
0,-999,-999,336,1
1,0,300,369,0
0,-999,-999,365,1
1,1,200,-999,1
0,-999,-999,395,0
1,0,350,309,1
0,-999,-999,363,1
0,-999,-999,453,1
0,-999,-999,451,0
1,0,300,344,1
1,1,250,-999,0
0,-999,-999,340,0
1,1,350,-999,0
1,0,450,295,1
1,0,300,245,0
0,-999,-999,467,1
0,-999,-999,243,1
1,1,150,-999,1
0,-999,-999,438,1
0,-999,-999,361,1
1,1,300,-999,0
0,-999,-999,348,1
0,-999,-999,206,1
0,-999,-999,362,1
0,-999,-999,362,1
0,-999,-999,229,0
1,0,300,241,0
0,-999,-999,536,0
0,-999,-999,312,1
1,1,200,-999,1
1,0,300,226,1
0,-999,-999,411,1
0,-999,-999,409,1
1,0,200,277,1
0,-999,-999,344,1
0,-999,-999,234,1
1,1,100,-999,0
0,-999,-999,428,0
1,0,200,248,1
0,-999,-999,413,0
1,1,100,-999,0
0,-999,-999,360,1
1,1,250,-999,1
1,1,300,-999,1
0,-999,-999,356,1
0,-999,-999,335,1
1,0,450,473,0
0,-999,-999,413,1
0,-999,-999,307,1
0,-999,-999,454,0
1,0,400,321,1
0,-999,-999,308,0
1,0,250,294,1
0,-999,-999,467,1
0,-999,-999,303,1
0,-999,-999,496,0
1,1,150,-999,1
0,-999,-999,454,0
0,-999,-999,505,1
0,-999,-999,397,0
1,0,300,265,1
0,-999,-999,314,0
0,-999,-999,294,0
0,-999,-999,579,0
1,1,200,-999,0
0,-999,-999,374,0
0,-999,-999,364,1
0,-999,-999,348,1
1,0,350,388,0
0,-999,-999,212,1
0,-999,-999,481,0
1,1,250,-999,0
1,0,300,356,0
0,-999,-999,296,1
1,1,150,-999,0
1,0,250,303,1
0,-999,-999,349,0
1,1,150,-999,1
0,-999,-999,513,0
0,-999,-999,427,0
0,-999,-999,254,1
0,-999,-999,409,0
0,-999,-999,247,1
1,1,300,-999,0
1,0,450,361,1
1,0,400,279,0
1,1,250,-999,0
0,-999,-999,276,1
1,0,350,422,0
1,0,300,422,0
1,1,150,-999,0
0,-999,-999,351,0
0,-999,-999,433,1
0,-999,-999,399,1
0,-999,-999,531,0
0,-999,-999,258,0
1,1,300,-999,0
0,-999,-999,268,1
0,-999,-999,386,1
1,0,400,413,0
0,-999,-999,402,1
0,-999,-999,314,1
0,-999,-999,459,0
0,-999,-999,339,1
1,0,300,227,1
0,-999,-999,257,1
1,1,150,-999,1
1,0,200,210,1
0,-999,-999,500,1
0,-999,-999,485,0
1,1,100,-999,0
0,-999,-999,291,1
1,0,250,368,1
0,-999,-999,427,0
1,1,100,-999,0
1,0,200,269,1
0,-999,-999,370,0
0,-999,-999,316,1
0,-999,-999,429,1
0,-999,-999,220,1
1,1,150,-999,0
1,0,300,388,1
1,1,250,-999,0
0,-999,-999,360,0
1,1,400,-999,0
0,-999,-999,369,0
0,-999,-999,344,0
1,0,500,496,0
0,-999,-999,629,0
1,0,350,299,1
0,-999,-999,414,1
0,-999,-999,316,1
1,1,200,-999,0
1,1,250,-999,0
1,0,300,253,1
0,-999,-999,408,1
0,-999,-999,288,1
1,1,250,-999,0
0,-999,-999,376,1
0,-999,-999,279,1
0,-999,-999,456,0
0,-999,-999,422,0
1,0,400,380,1
1,1,250,-999,0
1,0,350,278,1
0,-999,-999,497,1
0,-999,-999,386,1
0,-999,-999,437,0
0,-999,-999,357,0
0,-999,-999,410,1
0,-999,-999,386,0
1,0,300,443,1
0,-999,-999,439,1
1,1,150,-999,1
0,-999,-999,353,1
0,-999,-999,379,1
0,-999,-999,281,1
1,1,250,-999,0
0,-999,-999,339,1
0,-999,-999,307,1
1,0,400,293,0
1,0,300,194,1
0,-999,-999,372,0
0,-999,-999,315,0
0,-999,-999,419,1
0,-999,-999,454,0
0,-999,-999,457,0
0,-999,-999,445,0
0,-999,-999,211,1
0,-999,-999,369,0
0,-999,-999,441,0
1,1,100,-999,1
0,-999,-999,418,1
0,-999,-999,373,0
0,-999,-999,334,0
0,-999,-999,341,0
1,0,350,230,1
1,1,300,-999,1
1,0,350,360,1
0,-999,-999,239,0
0,-999,-999,370,1
0,-999,-999,304,1
1,1,250,-999,0
1,0,250,270,1
0,-999,-999,505,0
1,1,150,-999,1
0,-999,-999,387,0
1,1,300,-999,0
1,0,350,310,1
0,-999,-999,449,1
0,-999,-999,397,0
0,-999,-999,368,1
1,0,200,308,0
1,1,100,-999,1
0,-999,-999,395,0
0,-999,-999,462,0
1,0,150,273,1
0,-999,-999,286,0
0,-999,-999,289,0
0,-999,-999,482,0
1,1,100,-999,1
0,-999,-999,406,0
0,-999,-999,362,0
1,1,100,-999,1
1,1,150,-999,1
0,-999,-999,386,1
0,-999,-999,438,0
0,-999,-999,410,1
1,1,150,-999,1
0,-999,-999,453,0
0,-999,-999,270,1
0,-999,-999,257,1
0,-999,-999,287,0
0,-999,-999,322,0
1,0,250,289,0
0,-999,-999,414,1
0,-999,-999,241,1
0,-999,-999,457,0
0,-999,-999,404,0
0,-999,-999,368,0
0,-999,-999,489,0
0,-999,-999,282,1
0,-999,-999,241,1
0,-999,-999,219,1
0,-999,-999,235,1
1,1,100,-999,1
1,1,150,-999,1
0,-999,-999,470,0
0,-999,-999,350,0
0,-999,-999,378,1
0,-999,-999,385,1
0,-999,-999,440,0
1,1,250,-999,0
0,-999,-999,322,0
0,-999,-999,356,1
0,-999,-999,261,1
0,-999,-999,265,1
1,0,250,318,0
1,0,250,387,1
1,1,100,-999,0
0,-999,-999,309,1
1,1,100,-999,0
1,1,150,-999,1
0,-999,-999,436,1
1,0,300,233,0
1,1,200,-999,0
0,-999,-999,263,1
0,-999,-999,377,1
1,0,300,300,0
1,0,250,331,1
0,-999,-999,333,0
1,1,250,-999,0
0,-999,-999,334,1
1,0,350,251,1
1,0,200,272,0
0,-999,-999,467,0
0,-999,-999,431,0
1,0,200,271,1
0,-999,-999,258,0
1,1,200,-999,1
1,0,300,402,1
0,-999,-999,389,1
0,-999,-999,332,0
0,-999,-999,418,0
0,-999,-999,382,1
1,1,150,-999,1
0,-999,-999,389,1
1,1,300,-999,0
0,-999,-999,362,1
0,-999,-999,338,1
1,0,450,329,1
0,-999,-999,236,1
1,0,300,227,1
0,-999,-999,244,1
0,-999,-999,387,0
1,1,100,-999,0
1,1,200,-999,0
0,-999,-999,346,0
0,-999,-999,448,0
1,0,350,551,1
1,0,300,366,0
0,-999,-999,382,1
1,1,250,-999,0
0,-999,-999,373,0
0,-999,-999,299,0
0,-999,-999,307,1
1,0,400,490,0
1,0,350,441,0
0,-999,-999,361,0
0,-999,-999,250,1
0,-999,-999,417,0
0,-999,-999,364,0
0,-999,-999,247,1
0,-999,-999,527,1
0,-999,-999,299,1
1,0,350,284,0
0,-999,-999,426,0
0,-999,-999,409,1
0,-999,-999,391,0
1,1,250,-999,1
0,-999,-999,301,1
1,0,300,290,1
1,0,150,275,0
1,1,100,-999,0
1,1,150,-999,0
1,1,300,-999,1
1,0,400,283,1
0,-999,-999,488,0
0,-999,-999,339,1
1,0,350,444,0
0,-999,-999,485,0
1,0,350,435,0
0,-999,-999,387,0
0,-999,-999,360,1
0,-999,-999,369,1
0,-999,-999,456,0
0,-999,-999,386,0
0,-999,-999,298,1
0,-999,-999,235,1
0,-999,-999,427,0
1,0,300,441,0
1,1,150,-999,0
0,-999,-999,381,1
1,1,250,-999,0
0,-999,-999,286,1
1,0,350,352,1
0,-999,-999,319,1
1,1,200,-999,0
1,1,250,-999,1
0,-999,-999,343,0
1,0,300,324,1
0,-999,-999,258,0
0,-999,-999,325,1
1,1,150,-999,1
0,-999,-999,357,0
0,-999,-999,490,1
1,0,300,432,0
1,1,150,-999,1
0,-999,-999,402,0
1,0,400,460,0
1,0,350,483,0
0,-999,-999,462,1
0,-999,-999,412,0
0,-999,-999,402,0
0,-999,-999,483,0
0,-999,-999,347,1
0,-999,-999,442,0
0,-999,-999,314,1
1,1,200,-999,0
0,-999,-999,205,1
0,-999,-999,452,0
0,-999,-999,483,0
0,-999,-999,359,0
1,0,250,245,1
0,-999,-999,407,0
0,-999,-999,380,1
1,1,150,-999,0
1,0,250,310,0
0,-999,-999,478,1
0,-999,-999,344,1
0,-999,-999,416,0
0,-999,-999,371,1
0,-999,-999,423,0
0,-999,-999,335,0
1,1,100,-999,1
0,-999,-999,397,1
1,1,250,-999,1
0,-999,-999,671,0
1,0,300,409,0
0,-999,-999,395,0
0,-999,-999,456,0
0,-999,-999,267,1
1,1,200,-999,0
1,0,300,226,0
1,0,150,249,1
0,-999,-999,290,0
1,1,100,-999,1
0,-999,-999,423,1
1,1,150,-999,1
1,0,300,402,1
0,-999,-999,374,0
0,-999,-999,359,1
0,-999,-999,258,1
0,-999,-999,250,1
1,0,200,763,1
0,-999,-999,370,1
1,0,200,630,1
1,1,100,-999,1
1,1,250,-999,0
1,0,300,259,0
0,-999,-999,284,1
0,-999,-999,442,1
0,-999,-999,329,0
0,-999,-999,416,0
0,-999,-999,493,0
1,0,200,258,1
0,-999,-999,476,0
1,1,200,-999,0
0,-999,-999,331,0
0,-999,-999,456,0
1,0,350,427,1
1,1,200,-999,1
0,-999,-999,408,1
0,-999,-999,442,0
0,-999,-999,443,1
1,0,350,368,1
1,1,200,-999,0
1,1,250,-999,0
1,0,350,382,0
1,1,300,-999,0
1,1,350,-999,1
0,-999,-999,385,1
1,0,500,538,0
0,-999,-999,402,0
1,0,350,377,0
1,0,250,460,1
0,-999,-999,382,1
0,-999,-999,344,0
1,1,100,-999,0
1,1,150,-999,0
1,1,250,-999,0
1,0,300,375,0
0,-999,-999,376,1
1,0,250,312,1
0,-999,-999,468,1
0,-999,-999,312,1
1,1,100,-999,0
1,0,250,361,1
1,1,150,-999,1
0,-999,-999,459,1
0,-999,-999,353,1
0,-999,-999,393,1
0,-999,-999,288,1
0,-999,-999,369,0
0,-999,-999,391,0
0,-999,-999,228,1
0,-999,-999,336,1
0,-999,-999,425,0
1,0,350,422,1
1,1,250,-999,0
0,-999,-999,288,0
1,0,350,311,1
1,0,250,355,0
1,0,200,287,1
1,0,150,312,0
1,1,100,-999,0
1,1,200,-999,1
1,1,300,-999,1
1,0,450,417,0
0,-999,-999,405,0
0,-999,-999,284,1
0,-999,-999,388,0
1,0,400,370,1
0,-999,-999,423,1
0,-999,-999,322,1
0,-999,-999,614,0
1,1,300,-999,0
0,-999,-999,433,0
0,-999,-999,302,1
1,0,350,340,1
0,-999,-999,384,1
1,1,300,-999,0
0,-999,-999,686,0
1,0,350,356,1
1,0,200,323,0
1,1,100,-999,1
0,-999,-999,401,0
0,-999,-999,339,0
1,1,150,-999,1
0,-999,-999,385,0
1,1,250,-999,0
1,0,350,309,0
1,1,200,-999,0
0,-999,-999,268,1
1,1,250,-999,0
0,-999,-999,319,0
0,-999,-999,354,0
0,-999,-999,395,0
1,0,400,299,1
0,-999,-999,387,1
1,1,300,-999,0
0,-999,-999,513,0
1,0,350,294,1
0,-999,-999,361,0
1,0,300,310,1
0,-999,-999,392,0
0,-999,-999,530,0
0,-999,-999,278,1
1,1,100,-999,1
1,0,250,725,1
1,0,250,297,1
0,-999,-999,375,1
1,1,150,-999,0
0,-999,-999,422,0
1,1,200,-999,1
1,1,300,-999,0
1,0,350,417,1
0,-999,-999,258,0
0,-999,-999,518,0
1,1,250,-999,1
0,-999,-999,436,1
1,0,350,356,1
0,-999,-999,365,0
1,1,200,-999,1
1,0,350,462,0
1,0,300,305,1
0,-999,-999,423,0
0,-999,-999,608,0
1,1,100,-999,1
0,-999,-999,373,1
1,1,200,-999,0
1,0,200,294,1
1,1,100,-999,0
1,1,200,-999,0
0,-999,-999,343,1
0,-999,-999,335,1
0,-999,-999,445,0
0,-999,-999,423,0
0,-999,-999,471,0
0,-999,-999,318,1
1,0,350,300,1
1,1,250,-999,0
0,-999,-999,301,1
1,0,400,342,1
0,-999,-999,398,0
1,0,300,391,1
1,1,150,-999,1
0,-999,-999,439,0
1,0,250,336,0
1,1,100,-999,0
0,-999,-999,409,0
0,-999,-999,310,1
0,-999,-999,289,1
1,0,200,279,1
1,1,100,-999,1
1,0,200,262,1
0,-999,-999,417,0
0,-999,-999,414,0
0,-999,-999,340,1
0,-999,-999,361,1
0,-999,-999,237,1
0,-999,-999,359,1
1,1,200,-999,1
0,-999,-999,422,0
0,-999,-999,263,1
0,-999,-999,475,0
0,-999,-999,433,0
1,0,350,460,0
0,-999,-999,234,1
1,0,350,230,0
1,1,250,-999,0
1,0,350,310,0
0,-999,-999,230,0
0,-999,-999,263,1
1,1,250,-999,1
1,1,300,-999,0
0,-999,-999,339,0
1,0,450,418,0
0,-999,-999,241,1
0,-999,-999,394,0
1,0,450,240,1
0,-999,-999,365,1
1,1,300,-999,1
1,0,350,426,0
0,-999,-999,285,1
0,-999,-999,324,1
0,-999,-999,351,1
