ss_presented,inhibited,ssd,rt,value
0,-999,-999,531,1
0,-999,-999,349,0
1,0,350,420,1
0,-999,-999,373,1
1,1,200,-999,1
1,0,300,419,1
1,1,150,-999,0
1,1,250,-999,0
0,-999,-999,402,1
0,-999,-999,355,0
0,-999,-999,366,1
1,0,400,359,0
1,1,300,-999,0
1,0,450,435,1
0,-999,-999,396,0
1,0,300,410,1
0,-999,-999,383,0
1,1,200,-999,0
0,-999,-999,434,1
0,-999,-999,434,1
1,1,250,-999,1
1,0,350,360,0
1,1,250,-999,0
0,-999,-999,343,0
1,0,350,370,0
1,1,300,-999,0
0,-999,-999,357,0
0,-999,-999,530,0
0,-999,-999,479,0
1,0,400,401,0
0,-999,-999,403,0
1,0,300,359,1
0,-999,-999,449,1
0,-999,-999,424,0
0,-999,-999,337,1
1,1,200,-999,1
1,1,350,-999,0
0,-999,-999,413,1
1,0,400,423,1
0,-999,-999,339,0
0,-999,-999,324,1
0,-999,-999,368,1
0,-999,-999,469,0
0,-999,-999,420,0
1,1,250,-999,1
0,-999,-999,364,0
0,-999,-999,335,0
0,-999,-999,481,1
1,0,350,372,1
0,-999,-999,322,0
0,-999,-999,434,1
0,-999,-999,456,0
1,0,300,306,1
1,1,150,-999,1
0,-999,-999,327,0
1,0,300,444,1
0,-999,-999,358,1
0,-999,-999,386,1
1,1,150,-999,0
1,0,300,376,1
0,-999,-999,409,1
1,1,250,-999,0
1,0,350,289,0
1,0,300,358,1
0,-999,-999,387,1
0,-999,-999,353,0
1,1,100,-999,1
1,1,200,-999,1
1,0,300,418,1
0,-999,-999,541,0
0,-999,-999,355,0
1,1,200,-999,0
0,-999,-999,217,0
1,1,350,-999,0
0,-999,-999,390,0
0,-999,-999,394,1
0,-999,-999,416,0
0,-999,-999,465,0
0,-999,-999,497,1
0,-999,-999,330,1
1,0,400,426,0
1,0,250,329,1
1,1,150,-999,0
0,-999,-999,356,1
0,-999,-999,398,1
1,0,250,374,1
0,-999,-999,453,0
1,1,100,-999,0
1,1,250,-999,0
1,0,350,298,0
1,1,200,-999,1
0,-999,-999,420,0
0,-999,-999,448,0
1,0,300,363,0
0,-999,-999,477,0
1,1,150,-999,0
0,-999,-999,472,0
0,-999,-999,447,0
0,-999,-999,342,1
0,-999,-999,368,1
