ss_presented,inhibited,ssd,rt,value
1,1,300,-999,1
0,-999,-999,340,0
0,-999,-999,378,0
1,0,400,383,0
0,-999,-999,446,0
1,1,250,-999,1
0,-999,-999,373,1
1,0,300,406,0
1,1,150,-999,0
0,-999,-999,382,0
1,1,200,-999,0
0,-999,-999,448,0
1,0,350,376,1
1,1,300,-999,1
0,-999,-999,396,1
0,-999,-999,479,0
0,-999,-999,378,0
1,0,450,383,1
1,0,400,292,1
1,0,350,349,1
1,0,300,382,0
1,1,250,-999,0
0,-999,-999,396,0
0,-999,-999,502,0
1,0,400,295,1
1,1,400,-999,0
0,-999,-999,288,0
1,0,500,319,1
0,-999,-999,448,1
0,-999,-999,364,1
0,-999,-999,423,1
0,-999,-999,330,1
1,0,400,340,1
0,-999,-999,419,0
1,1,300,-999,0
1,0,400,355,0
0,-999,-999,381,0
0,-999,-999,210,0
0,-999,-999,257,1
1,1,250,-999,0
0,-999,-999,322,0
1,0,300,328,1
0,-999,-999,431,1
1,1,250,-999,1
0,-999,-999,312,0
0,-999,-999,321,1
1,0,400,376,0
1,0,250,425,0
0,-999,-999,415,0
1,1,100,-999,0
1,1,200,-999,0
0,-999,-999,298,0
0,-999,-999,398,0
1,0,250,218,1
0,-999,-999,458,1
0,-999,-999,349,0
0,-999,-999,363,0
0,-999,-999,401,0
1,0,150,245,1
1,1,100,-999,0
1,1,250,-999,1
1,0,400,252,1
0,-999,-999,293,0
1,0,250,281,0
0,-999,-999,357,1
1,1,150,-999,1
0,-999,-999,311,1
0,-999,-999,217,1
0,-999,-999,390,0
0,-999,-999,273,1
0,-999,-999,254,1
1,1,150,-999,1
0,-999,-999,337,1
1,0,300,290,1
1,1,150,-999,1
0,-999,-999,383,1
0,-999,-999,336,1
1,0,300,368,0
1,0,300,376,0
1,0,250,221,1
0,-999,-999,349,0
1,0,100,211,0
0,-999,-999,517,0
1,1,100,-999,0
0,-999,-999,321,1
0,-999,-999,402,0
0,-999,-999,320,0
0,-999,-999,227,1
0,-999,-999,246,1
1,1,250,-999,1
0,-999,-999,376,1
0,-999,-999,489,0
0,-999,-999,299,1
0,-999,-999,311,0
1,0,350,462,0
1,1,200,-999,0
1,1,300,-999,1
0,-999,-999,317,1
0,-999,-999,421,1
0,-999,-999,364,0
1,1,350,-999,0
0,-999,-999,306,1
1,0,500,466,0
1,0,350,394,1
1,0,350,396,1
1,1,250,-999,1
0,-999,-999,392,0
0,-999,-999,231,1
0,-999,-999,340,0
1,0,300,338,0
1,1,150,-999,0
1,0,200,299,1
0,-999,-999,418,1
0,-999,-999,405,0
0,-999,-999,213,1
0,-999,-999,242,1
1,1,100,-999,1
0,-999,-999,408,0
0,-999,-999,207,1
1,1,150,-999,0
0,-999,-999,225,1
0,-999,-999,225,1
1,0,250,225,1
0,-999,-999,398,1
1,1,100,-999,1
1,1,150,-999,0
0,-999,-999,403,1
0,-999,-999,384,1
1,1,250,-999,0
1,0,300,233,0
0,-999,-999,414,0
1,1,300,-999,1
0,-999,-999,389,1
0,-999,-999,379,1
1,0,400,479,0
0,-999,-999,481,0
0,-999,-999,243,1
1,1,250,-999,1
0,-999,-999,423,1
1,0,400,269,1
1,0,350,332,1
1,1,250,-999,0
1,0,400,190,0
0,-999,-999,440,0
1,0,350,422,0
0,-999,-999,368,1
1,1,300,-999,0
0,-999,-999,347,1
0,-999,-999,448,0
1,0,400,394,0
1,0,300,476,1
0,-999,-999,356,0
0,-999,-999,321,1
0,-999,-999,379,1
0,-999,-999,336,1
0,-999,-999,357,1
0,-999,-999,412,1
1,1,200,-999,0
0,-999,-999,217,1
1,1,250,-999,0
1,0,400,239,1
0,-999,-999,379,0
0,-999,-999,403,1
0,-999,-999,392,1
0,-999,-999,363,0
0,-999,-999,436,0
0,-999,-999,397,0
0,-999,-999,362,0
1,0,400,224,1
1,0,250,337,0
0,-999,-999,397,0
0,-999,-999,199,1
1,1,200,-999,0
0,-999,-999,363,1
0,-999,-999,418,1
1,0,300,316,1
0,-999,-999,322,0
0,-999,-999,411,1
1,1,150,-999,0
0,-999,-999,413,1
1,1,200,-999,1
0,-999,-999,360,1
1,0,300,220,1
0,-999,-999,323,0
1,1,150,-999,0
0,-999,-999,304,0
0,-999,-999,451,1
0,-999,-999,418,0
0,-999,-999,221,0
1,0,300,363,1
0,-999,-999,250,0
1,1,200,-999,1
0,-999,-999,320,1
0,-999,-999,392,0
0,-999,-999,485,0
1,0,250,339,1
1,1,200,-999,1
0,-999,-999,379,0
1,0,400,216,1
0,-999,-999,225,0
0,-999,-999,453,0
0,-999,-999,517,0
1,1,300,-999,0
1,0,400,474,0
1,0,300,227,1
1,1,250,-999,1
0,-999,-999,439,0
0,-999,-999,411,0
0,-999,-999,412,0
0,-999,-999,244,1
0,-999,-999,410,1
1,0,300,376,1
0,-999,-999,338,1
0,-999,-999,440,1
0,-999,-999,502,0
0,-999,-999,473,0
1,0,250,263,1
0,-999,-999,391,0
0,-999,-999,348,0
0,-999,-999,401,0
0,-999,-999,432,0
0,-999,-999,370,0
0,-999,-999,332,1
0,-999,-999,438,0
1,1,150,-999,0
0,-999,-999,370,1
0,-999,-999,335,1
0,-999,-999,416,0
0,-999,-999,237,1
0,-999,-999,291,1
1,1,200,-999,1
0,-999,-999,413,0
0,-999,-999,375,1
1,0,250,238,1
0,-999,-999,360,0
1,1,100,-999,1
0,-999,-999,430,0
0,-999,-999,389,0
0,-999,-999,225,1
0,-999,-999,190,1
1,1,250,-999,1
0,-999,-999,193,1
1,0,400,216,1
0,-999,-999,335,0
0,-999,-999,362,1
0,-999,-999,298,1
0,-999,-999,324,1
0,-999,-999,408,0
