ss_presented,inhibited,ssd,rt,value
0,-999,-999,243,0
1,0,400,230,1
0,-999,-999,503,0
0,-999,-999,275,0
1,0,333,177,1
0,-999,-999,350,0
1,0,267,210,1
0,-999,-999,215,1
0,-999,-999,301,0
1,1,50,-999,0
0,-999,-999,222,1
0,-999,-999,313,0
0,-999,-999,219,1
1,0,200,240,1
0,-999,-999,403,0
0,-999,-999,214,1
1,1,133,-999,1
1,0,333,256,1
1,1,133,-999,1
1,0,200,228,1
0,-999,-999,243,1
0,-999,-999,278,0
1,1,50,-999,1
0,-999,-999,323,1
1,1,133,-999,0
0,-999,-999,234,1
0,-999,-999,247,1
1,0,200,249,1
0,-999,-999,239,0
0,-999,-999,266,0
0,-999,-999,395,0
0,-999,-999,285,0
0,-999,-999,218,1
0,-999,-999,245,1
0,-999,-999,244,1
0,-999,-999,303,0
1,1,50,-999,0
1,0,267,248,0
0,-999,-999,257,0
0,-999,-999,295,1
1,0,200,220,1
0,-999,-999,243,1
0,-999,-999,281,1
0,-999,-999,288,0
1,1,133,-999,0
0,-999,-999,282,0
0,-999,-999,228,1
0,-999,-999,415,0
0,-999,-999,245,1
0,-999,-999,227,1
1,0,200,212,1
0,-999,-999,455,0
0,-999,-999,377,0
0,-999,-999,247,1
0,-999,-999,374,0
0,-999,-999,329,0
0,-999,-999,273,0
0,-999,-999,484,0
0,-999,-999,387,0
1,1,50,-999,0
0,-999,-999,203,1
1,0,267,244,1
0,-999,-999,248,1
0,-999,-999,426,0
0,-999,-999,353,0
0,-999,-999,318,0
0,-999,-999,339,0
1,1,133,-999,1
0,-999,-999,317,1
0,-999,-999,310,0
0,-999,-999,281,0
0,-999,-999,429,0
0,-999,-999,397,0
0,-999,-999,554,0
0,-999,-999,219,1
0,-999,-999,231,1
0,-999,-999,238,1
1,0,267,212,1
0,-999,-999,415,0
1,1,133,-999,1
1,0,333,226,1
0,-999,-999,365,0
1,1,133,-999,0
0,-999,-999,256,1
1,0,333,215,1
0,-999,-999,286,0
0,-999,-999,230,1
0,-999,-999,211,1
0,-999,-999,347,0
0,-999,-999,230,0
0,-999,-999,308,1
0,-999,-999,240,1
0,-999,-999,266,1
0,-999,-999,438,0
1,1,133,-999,0
1,0,333,362,0
1,1,133,-999,0
1,1,200,-999,0
0,-999,-999,246,1
0,-999,-999,316,0
0,-999,-999,260,1
0,-999,-999,301,0
0,-999,-999,254,1
1,0,267,290,1
0,-999,-999,308,0
1,1,50,-999,1
0,-999,-999,286,1
0,-999,-999,266,1
0,-999,-999,230,1
0,-999,-999,283,0
0,-999,-999,284,1
0,-999,-999,254,1
0,-999,-999,379,0
1,1,133,-999,0
1,0,200,228,1
0,-999,-999,225,1
1,1,50,-999,0
0,-999,-999,585,0
1,1,133,-999,1
0,-999,-999,223,1
0,-999,-999,304,0
0,-999,-999,355,0
0,-999,-999,361,0
0,-999,-999,317,0
0,-999,-999,313,0
1,0,333,334,0
0,-999,-999,226,1
1,0,267,230,1
1,1,133,-999,0
1,0,333,345,0
0,-999,-999,238,1
1,0,267,274,0
1,1,200,-999,0
0,-999,-999,235,1
1,1,267,-999,0
1,0,483,308,0
0,-999,-999,223,1
0,-999,-999,233,1
0,-999,-999,241,1
0,-999,-999,398,0
0,-999,-999,317,0
0,-999,-999,270,1
1,0,400,275,0
0,-999,-999,267,1
0,-999,-999,220,0
0,-999,-999,296,1
0,-999,-999,339,0
0,-999,-999,238,1
0,-999,-999,257,1
1,0,267,317,0
0,-999,-999,474,0
0,-999,-999,229,1
0,-999,-999,511,0
0,-999,-999,366,0
0,-999,-999,313,0
1,1,133,-999,0
0,-999,-999,253,1
0,-999,-999,260,1
0,-999,-999,242,1
0,-999,-999,266,1
0,-999,-999,337,0
0,-999,-999,275,0
1,0,267,274,1
0,-999,-999,448,1
1,0,200,250,1
0,-999,-999,321,0
0,-999,-999,501,0
0,-999,-999,233,1
0,-999,-999,438,0
1,1,133,-999,0
1,0,267,237,1
0,-999,-999,247,1
0,-999,-999,256,1
1,1,200,-999,0
1,0,400,355,0
0,-999,-999,364,0
0,-999,-999,271,1
0,-999,-999,280,1
0,-999,-999,498,0
0,-999,-999,209,1
0,-999,-999,295,1
0,-999,-999,241,1
0,-999,-999,244,1
0,-999,-999,411,0
1,1,267,-999,0
1,0,483,248,1
1,0,333,312,0
0,-999,-999,265,1
1,0,200,253,1
0,-999,-999,290,1
0,-999,-999,289,0
0,-999,-999,256,1
0,-999,-999,291,0
0,-999,-999,316,0
0,-999,-999,288,1
1,1,50,-999,1
0,-999,-999,304,0
1,1,267,-999,0
0,-999,-999,473,0
0,-999,-999,233,1
0,-999,-999,343,0
0,-999,-999,422,0
0,-999,-999,574,0
0,-999,-999,246,1
1,0,200,237,1
0,-999,-999,220,1
0,-999,-999,247,1
1,0,267,243,1
0,-999,-999,290,0
0,-999,-999,504,0
0,-999,-999,392,0
0,-999,-999,306,1
0,-999,-999,338,0
0,-999,-999,357,0
0,-999,-999,245,1
0,-999,-999,270,1
0,-999,-999,250,1
0,-999,-999,370,0
1,0,200,240,1
0,-999,-999,240,1
0,-999,-999,309,0
0,-999,-999,307,0
1,1,50,-999,1
0,-999,-999,456,0
0,-999,-999,262,1
0,-999,-999,381,0
0,-999,-999,344,1
1,1,133,-999,0
1,0,200,252,1
0,-999,-999,293,1
0,-999,-999,311,0
1,1,50,-999,0
0,-999,-999,280,0
0,-999,-999,335,0
1,0,200,255,1
0,-999,-999,232,1
1,1,50,-999,0
0,-999,-999,212,1
0,-999,-999,238,0
0,-999,-999,242,0
0,-999,-999,275,0
0,-999,-999,397,0
0,-999,-999,229,1
0,-999,-999,277,1
0,-999,-999,366,0
1,0,200,268,1
0,-999,-999,260,1
0,-999,-999,303,0
0,-999,-999,279,1
0,-999,-999,311,0
1,1,50,-999,0
1,0,200,267,1
1,1,50,-999,0
0,-999,-999,291,1
0,-999,-999,474,0
0,-999,-999,310,0
0,-999,-999,406,0
1,1,133,-999,0
0,-999,-999,335,1
1,0,333,347,0
0,-999,-999,288,1
0,-999,-999,315,0
0,-999,-999,250,1
0,-999,-999,271,0
0,-999,-999,601,0
1,1,133,-999,1
1,0,200,254,1
0,-999,-999,374,0
0,-999,-999,600,0
0,-999,-999,346,0
0,-999,-999,578,0
0,-999,-999,467,0
0,-999,-999,301,0
1,0,267,225,1
0,-999,-999,234,1
1,0,200,243,1
1,1,50,-999,1
0,-999,-999,195,1
0,-999,-999,216,1
0,-999,-999,234,1
0,-999,-999,240,1
0,-999,-999,241,1
0,-999,-999,253,1
0,-999,-999,232,1
0,-999,-999,250,1
0,-999,-999,253,1
0,-999,-999,393,0
1,0,267,258,1
1,0,200,254,1
0,-999,-999,359,0
0,-999,-999,363,0
0,-999,-999,367,0
0,-999,-999,231,1
0,-999,-999,219,1
0,-999,-999,247,1
0,-999,-999,244,1
0,-999,-999,235,1
1,1,133,-999,1
1,0,333,308,1
1,0,267,331,0
0,-999,-999,247,1
1,1,133,-999,1
1,0,267,284,1
1,1,50,-999,0
1,1,200,-999,0
0,-999,-999,306,0
1,0,267,237,1
0,-999,-999,243,1
0,-999,-999,347,0
1,1,133,-999,1
0,-999,-999,455,0
0,-999,-999,581,0
0,-999,-999,407,0
0,-999,-999,531,0
1,1,200,-999,0
0,-999,-999,428,0
0,-999,-999,394,0
0,-999,-999,260,1
1,0,400,405,0
0,-999,-999,204,1
0,-999,-999,354,0
0,-999,-999,639,0
1,0,200,264,1
0,-999,-999,237,1
1,1,133,-999,0
1,0,333,311,0
0,-999,-999,281,0
0,-999,-999,356,0
0,-999,-999,208,1
1,1,133,-999,1
0,-999,-999,383,0
1,0,267,342,0
1,0,267,347,0
0,-999,-999,330,0
0,-999,-999,260,1
1,1,50,-999,0
1,1,200,-999,0
0,-999,-999,252,1
0,-999,-999,255,1
0,-999,-999,252,1
0,-999,-999,283,1
0,-999,-999,485,0
0,-999,-999,264,1
0,-999,-999,318,0
0,-999,-999,324,0
0,-999,-999,260,1
1,0,333,284,1
0,-999,-999,283,1
0,-999,-999,297,0
1,1,133,-999,1
0,-999,-999,286,0
0,-999,-999,517,0
1,1,333,-999,0
0,-999,-999,553,0
0,-999,-999,439,0
0,-999,-999,235,1
0,-999,-999,384,0
1,0,483,261,1
1,0,400,391,0
0,-999,-999,246,1
0,-999,-999,468,0
1,0,333,221,1
0,-999,-999,248,1
0,-999,-999,227,1
0,-999,-999,240,1
0,-999,-999,233,1
0,-999,-999,239,1
0,-999,-999,318,0
0,-999,-999,252,1
0,-999,-999,260,1
0,-999,-999,242,1
1,0,200,229,1
1,1,133,-999,1
0,-999,-999,385,0
0,-999,-999,200,0
0,-999,-999,355,1
1,1,333,-999,0
0,-999,-999,328,0
1,0,400,273,1
1,1,267,-999,0
0,-999,-999,287,0
0,-999,-999,274,1
0,-999,-999,360,0
0,-999,-999,268,1
1,0,333,393,0
0,-999,-999,216,1
0,-999,-999,257,0
0,-999,-999,281,0
0,-999,-999,316,0
1,1,133,-999,0
1,0,333,263,1
1,0,200,240,1
0,-999,-999,423,0
0,-999,-999,255,1
0,-999,-999,398,0
1,1,133,-999,1
0,-999,-999,663,0
0,-999,-999,288,1
0,-999,-999,403,0
0,-999,-999,279,1
0,-999,-999,364,0
1,1,200,-999,0
0,-999,-999,246,1
1,1,267,-999,0
0,-999,-999,241,1
1,0,400,281,0
0,-999,-999,238,1
0,-999,-999,266,1
1,1,400,-999,0
1,0,483,409,1
0,-999,-999,253,0
0,-999,-999,352,1
1,0,267,235,1
1,1,200,-999,0
1,0,483,350,0
1,0,400,237,1
0,-999,-999,253,1
1,0,267,236,1
1,1,133,-999,1
0,-999,-999,232,1
0,-999,-999,296,0
0,-999,-999,253,1
0,-999,-999,243,1
1,1,200,-999,0
0,-999,-999,267,1
0,-999,-999,215,1
1,0,333,228,1
0,-999,-999,274,1
0,-999,-999,256,0
0,-999,-999,362,0
0,-999,-999,246,0
1,1,133,-999,1
0,-999,-999,326,1
0,-999,-999,231,1
1,0,267,272,1
0,-999,-999,322,1
0,-999,-999,262,1
0,-999,-999,270,1
0,-999,-999,553,0
1,1,50,-999,1
1,1,133,-999,1
0,-999,-999,280,1
0,-999,-999,362,0
0,-999,-999,378,1
0,-999,-999,485,0
0,-999,-999,613,0
0,-999,-999,340,0
1,1,50,-999,1
0,-999,-999,260,1
0,-999,-999,409,0
0,-999,-999,382,0
0,-999,-999,250,1
0,-999,-999,247,1
0,-999,-999,228,1
0,-999,-999,231,1
0,-999,-999,418,0
1,1,267,-999,1
1,0,400,348,0
1,0,333,287,0
0,-999,-999,334,1
0,-999,-999,309,0
0,-999,-999,281,1
1,1,133,-999,1
1,1,333,-999,0
1,0,400,272,1
1,1,267,-999,0
1,0,400,276,1
0,-999,-999,256,1
0,-999,-999,252,0
0,-999,-999,257,1
0,-999,-999,312,0
1,1,200,-999,0
0,-999,-999,359,0
0,-999,-999,331,0
1,1,267,-999,0
0,-999,-999,507,0
0,-999,-999,265,1
0,-999,-999,392,0
1,0,400,407,0
0,-999,-999,308,0
0,-999,-999,241,1
1,1,333,-999,0
0,-999,-999,243,1
0,-999,-999,312,1
0,-999,-999,294,0
0,-999,-999,564,0
0,-999,-999,391,0
0,-999,-999,549,0
0,-999,-999,595,0
0,-999,-999,248,1
1,0,400,390,0
0,-999,-999,250,1
0,-999,-999,244,1
0,-999,-999,235,1
1,0,333,388,0
1,1,133,-999,1
1,0,267,259,1
0,-999,-999,232,1
1,1,50,-999,0
0,-999,-999,227,1
0,-999,-999,224,1
1,0,267,289,0
0,-999,-999,344,0
0,-999,-999,263,1
0,-999,-999,306,0
1,0,267,275,0
0,-999,-999,377,0
1,1,133,-999,1
1,0,333,282,1
0,-999,-999,240,1
1,1,267,-999,0
1,0,483,262,0
1,0,333,337,1
1,1,200,-999,1
0,-999,-999,356,1
1,1,267,-999,0
0,-999,-999,339,0
1,0,400,422,0
0,-999,-999,261,1
1,0,267,332,0
0,-999,-999,388,0
1,0,400,231,1
0,-999,-999,252,1
1,0,200,241,1
0,-999,-999,257,1
0,-999,-999,440,0
0,-999,-999,311,1
0,-999,-999,319,1
0,-999,-999,339,0
1,1,50,-999,1
0,-999,-999,297,1
0,-999,-999,280,1
0,-999,-999,387,1
0,-999,-999,376,0
1,1,133,-999,1
0,-999,-999,361,1
1,0,200,244,1
1,1,50,-999,0
0,-999,-999,244,1
0,-999,-999,255,1
1,0,200,232,1
1,1,133,-999,1
0,-999,-999,351,0
0,-999,-999,329,0
0,-999,-999,321,0
0,-999,-999,226,1
0,-999,-999,235,0
0,-999,-999,424,0
0,-999,-999,290,1
0,-999,-999,248,1
1,0,267,260,1
0,-999,-999,443,0
1,1,133,-999,1
0,-999,-999,690,0
0,-999,-999,329,1
0,-999,-999,282,1
0,-999,-999,412,0
0,-999,-999,288,1
0,-999,-999,342,1
0,-999,-999,435,0
1,0,267,304,0
0,-999,-999,266,1
0,-999,-999,281,0
0,-999,-999,316,0
0,-999,-999,452,0
1,1,50,-999,0
1,1,133,-999,0
0,-999,-999,271,1
0,-999,-999,304,1
0,-999,-999,559,1
0,-999,-999,224,1
0,-999,-999,204,1
0,-999,-999,333,0
1,0,267,304,0
1,1,133,-999,0
1,0,267,251,1
0,-999,-999,275,0
0,-999,-999,285,1
0,-999,-999,313,0
1,1,333,-999,0
0,-999,-999,256,1
0,-999,-999,347,0
0,-999,-999,307,0
0,-999,-999,281,0
0,-999,-999,320,0
1,0,400,250,1
0,-999,-999,318,0
0,-999,-999,243,1
0,-999,-999,410,0
0,-999,-999,251,1
0,-999,-999,390,0
0,-999,-999,328,0
0,-999,-999,318,0
0,-999,-999,248,1
0,-999,-999,239,1
1,0,200,260,1
1,1,50,-999,0
1,1,133,-999,1
1,0,483,325,0
1,0,400,306,0
0,-999,-999,377,0
0,-999,-999,290,1
1,1,200,-999,1
0,-999,-999,343,0
1,1,267,-999,1
0,-999,-999,300,0
0,-999,-999,341,0
0,-999,-999,296,1
0,-999,-999,300,1
0,-999,-999,376,0
0,-999,-999,506,0
1,0,483,512,0
1,0,333,389,0
0,-999,-999,384,0
1,1,200,-999,0
1,1,333,-999,0
0,-999,-999,318,0
0,-999,-999,287,1
1,0,400,347,0
1,0,333,353,0
1,1,133,-999,0
1,0,483,274,0
1,0,483,265,1
0,-999,-999,229,1
1,1,50,-999,1
1,1,267,-999,1
1,0,483,249,0
0,-999,-999,397,0
0,-999,-999,410,0
1,0,400,459,0
1,0,333,234,1
1,1,200,-999,0
0,-999,-999,415,0
0,-999,-999,279,0
0,-999,-999,242,0
0,-999,-999,304,1
0,-999,-999,350,0
1,0,400,215,1
1,1,267,-999,0
0,-999,-999,676,0
1,1,333,-999,0
1,1,483,-999,0
1,0,483,275,1
1,0,267,266,1
0,-999,-999,319,1
0,-999,-999,261,1
0,-999,-999,297,1
0,-999,-999,495,0
1,1,200,-999,1
0,-999,-999,270,1
1,0,400,239,1
1,1,267,-999,0
0,-999,-999,240,1
1,0,333,235,1
1,1,200,-999,0
1,0,400,374,0
0,-999,-999,251,1
0,-999,-999,266,1
1,0,200,243,1
0,-999,-999,482,0
1,1,50,-999,1
0,-999,-999,203,1
0,-999,-999,321,0
0,-999,-999,251,1
0,-999,-999,218,1
0,-999,-999,495,0
0,-999,-999,237,1
1,1,267,-999,0
