ss_presented,inhibited,ssd,rt,value
1,0,300,243,1
1,0,150,236,1
0,-999,-999,217,0
1,1,83,-999,1
1,0,150,284,0
0,-999,-999,217,1
0,-999,-999,379,0
1,1,83,-999,1
0,-999,-999,277,1
1,0,150,215,1
1,1,83,-999,1
0,-999,-999,253,1
1,0,250,205,1
0,-999,-999,240,1
0,-999,-999,318,0
0,-999,-999,331,0
1,1,83,-999,0
1,0,200,201,1
1,0,150,283,0
0,-999,-999,261,1
1,1,83,-999,0
0,-999,-999,232,1
0,-999,-999,360,0
0,-999,-999,349,0
0,-999,-999,303,0
1,0,200,330,0
1,1,83,-999,0
0,-999,-999,240,1
0,-999,-999,388,0
1,0,150,237,1
1,1,83,-999,1
0,-999,-999,267,0
0,-999,-999,414,0
0,-999,-999,340,0
1,0,250,206,0
0,-999,-999,219,0
1,0,150,230,0
0,-999,-999,257,0
0,-999,-999,389,0
0,-999,-999,361,0
1,1,83,-999,1
0,-999,-999,293,1
0,-999,-999,337,0
0,-999,-999,267,1
0,-999,-999,377,0
0,-999,-999,368,0
0,-999,-999,243,1
0,-999,-999,373,0
1,1,200,-999,0
0,-999,-999,277,1
0,-999,-999,230,0
0,-999,-999,218,0
0,-999,-999,326,0
0,-999,-999,223,0
0,-999,-999,387,0
0,-999,-999,359,0
0,-999,-999,323,0
0,-999,-999,326,0
1,0,300,303,0
0,-999,-999,211,1
0,-999,-999,210,1
0,-999,-999,424,0
0,-999,-999,370,0
0,-999,-999,228,1
0,-999,-999,222,1
1,0,250,285,0
0,-999,-999,312,0
1,0,200,272,0
0,-999,-999,321,0
0,-999,-999,243,1
0,-999,-999,237,1
0,-999,-999,250,1
0,-999,-999,320,1
1,1,83,-999,1
1,0,200,294,1
0,-999,-999,244,1
0,-999,-999,391,0
0,-999,-999,266,1
0,-999,-999,253,1
1,1,83,-999,0
0,-999,-999,267,1
1,0,250,377,0
0,-999,-999,284,1
0,-999,-999,270,1
0,-999,-999,427,0
0,-999,-999,333,0
1,1,200,-999,0
0,-999,-999,245,1
